"Additional File 2. COGs present in the seven E. faecium genomes"
,,,
,,,,,,"Strainsb",,,
"COG0494","LR","NTP pyrophosphohydrolases including oxidative damage repair enzymes","3","3","2","2","2","2","2"
"COG0495","J","Leucyl-tRNA synthetase","1","1","1","1","1","1","1"
"COG0497","L","ATPase involved in DNA repair","1","1","1","1","1","1","1"
"COG0500","QR","SAM-dependent methyltransferases","7","6","6","6","7","7","7"
"COG0503","F","Adenine/guanine phosphoribosyltransferases and related PRPP-binding proteins","3","3","4","3","3","3","3"
"COG0504","F","CTP synthase (UTP-ammonia lyase)","1","1","1","1","1","1","1"
"COG0505","EF","Carbamoylphosphate synthase small subunit","1","1","1","1","1","1","1"
"COG0507","L","ATP-dependent exoDNAse (exonuclease V), alpha subunit - helicase superfamily I member","1","1","1","1","1","2","1"
"COG0508","C","Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes","1","1","1","1","1","1","1"
"COG0509","E","Glycine cleavage system H protein (lipoate-binding)","1","1","1","1","1","1","1"
"COG0510","M","Predicted choline kinase involved in LPS biosynthesis","1","1","1","1","1","1","1"
"COG0511","I","Biotin carboxyl carrier protein","1","1","1","1","1","1","1"
"COG0513","LKJ","Superfamily II DNA and RNA helicases","5","4","4","4","5","6","5"
"COG0514","L","Superfamily II DNA helicase","2","2","2","3","2","2","2"
"COG0515","RTKL","Serine/threonine protein kinase","2","1","1","1","2","1","1"
"COG0516","F","IMP dehydrogenase/GMP reductase","3","3","3","3","3","3","3"
"COG0517","R","FOG: CBS domain","2","3","2","2","3","3","3"
"COG0518","F","GMP synthase - Glutamine amidotransferase domain","1","1","1","1","1","1","2"
"COG0519","F","GMP synthase, PP-ATPase domain/subunit","1","1","2","1","1","1","2"
"COG0520","E","Selenocysteine lyase","1","1","1","1","1","2","1"
"COG0522","J","Ribosomal protein S4 and related proteins","1","1","1","1","1","1","1"
"COG0523","R","Putative GTPases (G3E family)","0","0","0","2","0","2","3"
"COG0524","G","Sugar kinases, ribokinase family","3","1","3","3","4","3","4"
"COG0525","J","Valyl-tRNA synthetase","1","1","1","1","1","1","1"
"COG0526","OC","Thiol-disulfide isomerase and thioredoxins","3","4","5","4","4","4","5"
"COG0527","E","Aspartokinases","1","1","1","1","1","1","1"
"COG0528","F","Uridylate kinase","1","1","1","1","1","1","1"
"COG0531","E","Amino acid transporters","12","11","12","10","14","11","11"
"COG0532","J","Translation initiation factor 2 (IF-2; GTPase)","1","1","1","1","1","1","1"
"COG0533","O","Metal-dependent proteases with possible chaperone activity","1","1","1","1","1","1","1"
"COG0534","V","Na+-driven multidrug efflux pump","2","1","1","1","1","1","1"
"COG0536","R","Predicted GTPase","1","1","1","1","1","2","1"
"COG0537","FGR","Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases","2","1","1","1","1","1","1"
"COG0538","C","Isocitrate dehydrogenases","0","0","0","0","0","0","1"
"COG0539","J","Ribosomal protein S1","1","1","1","1","1","1","1"
"COG0540","F","Aspartate carbamoyltransferase, catalytic chain","1","1","1","1","1","1","1"
"COG0541","U","Signal recognition particle GTPase","1","1","1","1","1","1","1"
"COG0542","O","ATPases with chaperone activity, ATP-binding subunit","4","6","4","4","4","4","4"
"COG0543","HC","2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases","1","1","1","1","1","1","1"
"COG0544","O","FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)","1","1","1","1","1","1","1"
"COG0545","O","FKBP-type peptidyl-prolyl cis-trans isomerases 1","0","0","1","0","0","0","0"
"COG0546","R","Predicted phosphatases","2","1","1","1","1","1","1"
"COG0549","E","Carbamate kinase","1","2","2","1","2","2","1"
"COG0550","L","Topoisomerase IA","4","5","10","4","6","8","7"
"COG0551","L","Zn-finger domain associated with topoisomerase type I","1","1","2","2","1","2","1"
"COG0552","U","Signal recognition particle GTPase","1","1","1","1","1","1","1"
"COG0553","KL","Superfamily II DNA/RNA helicases, SNF2 family","1","1","1","1","1","1","1"
"COG0554","C","Glycerol kinase","1","1","1","1","1","1","1"
"COG0556","L","Helicase subunit of the DNA excision repair complex","1","1","1","1","1","1","1"
"COG0557","K","Exoribonuclease R","1","1","2","1","1","1","1"
"COG0558","I","Phosphatidylglycerophosphate synthase","2","2","2","2","2","2","2"
"COG0561","R","Predicted hydrolases of the HAD superfamily","10","10","9","9","10","11","10"
"COG0563","F","Adenylate kinase and related kinases","2","2","3","2","2","2","2"
"COG0564","J","Pseudouridylate synthases, 23S RNA-specific","3","3","3","3","3","3","3"
"COG0566","J","rRNA methylases","2","2","2","2","2","2","2"
"COG0567","C","2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes","0","0","0","0","1","0","1"
"COG0568","K","DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)","1","1","1","1","1","1","2"
"COG0569","P","K+ transport systems, NAD-binding component","1","1","1","1","1","1","1"
"COG0571","K","dsRNA-specific ribonuclease","1","1","1","1","1","1","1"
"COG0572","F","Uridine kinase","1","1","1","1","1","1","1"
"COG0573","P","ABC-type phosphate transport system, permease component","1","1","1","1","1","1","1"
"COG0575","I","CDP-diglyceride synthetase","1","1","1","1","1","1","1"
"COG0576","O","Molecular chaperone GrpE (heat shock protein)","1","1","1","1","1","1","1"
"COG0577","V","ABC-type antimicrobial peptide transport system, permease component","6","6","7","6","9","10","9"
"COG0578","C","Glycerol-3-phosphate dehydrogenase","1","1","1","1","1","1","1"
"COG0580","G","Glycerol uptake facilitator and related permeases (Major Intrinsic Protein Family)","2","2","2","2","2","2","2"
"COG0581","P","ABC-type phosphate transport system, permease component","1","1","1","1","1","1","1"
"COG0582","L","Integrase","10","8","12","9","14","22","11"
"COG0583","K","Transcriptional regulator","5","8","6","9","5","8","9"
"COG0584","C","Glycerophosphoryl diester phosphodiesterase","3","3","2","2","3","2","4"
"COG0587","L","DNA polymerase III, alpha subunit","1","1","1","2","1","1","1"
"COG0588","G","Phosphoglycerate mutase 1","3","2","2","2","2","2","2"
"COG0589","T","Universal stress protein UspA and related nucleotide-binding proteins","4","4","4","4","5","4","4"
"COG0590","FJ","Cytosine/adenosine deaminases","1","1","1","1","1","1","1"
"COG0592","L","DNA polymerase sliding clamp subunit (PCNA homolog)","1","1","1","1","1","1","1"
"COG0593","L","ATPase involved in DNA replication initiation","1","1","1","1","1","1","1"
"COG0594","J","RNase P protein component","1","1","1","1","1","1","1"
"COG0595","R","Predicted hydrolase of the metallo-beta-lactamase superfamily","2","2","2","2","2","2","2"
"COG0596","R","Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)","3","4","3","3","3","3","3"
"COG0597","MU","Lipoprotein signal peptidase","1","1","1","1","1","1","1"
"COG0598","P","Mg2+ and Co2+ transporters","4","3","3","3","3","4","4"
"COG0599","S","Uncharacterized homolog of gamma-carboxymuconolactone decarboxylase subunit","1","1","1","1","1","1","1"
"COG0600","P","ABC-type nitrate/sulfonate/bicarbonate transport system, permease component","1","1","1","1","1","1","1"
"COG0601","EP","ABC-type dipeptide/oligopeptide/nickel transport systems, permease components","3","2","2","2","2","2","2"
"COG0602","O","Organic radical activating enzymes","1","1","1","1","1","1","1"
"COG0604","CR","NADPH:quinone reductase and related Zn-dependent oxidoreductases","4","4","4","4","4","5","4"
"COG0605","P","Superoxide dismutase","1","1","1","1","1","1","1"
"COG0607","P","Rhodanese-related sulfurtransferase","4","5","4","5","4","4","4"
"COG0608","L","Single-stranded DNA-specific exonuclease","1","1","1","1","1","1","1"
"COG0609","P","ABC-type Fe3+-siderophore transport system, permease component","2","2","2","2","2","2","2"
"COG0610","V","Type I site-specific restriction-modification system, R (restriction) subunit and related helicases","0","2","0","1","2","2","1"
"COG0612","R","Predicted Zn-dependent peptidases","2","2","2","2","2","2","2"
"COG0613","R","Predicted metal-dependent phosphoesterases (PHP family)","0","0","0","1","0","1","2"
"COG0614","P","ABC-type Fe3+-hydroxamate transport system, periplasmic component","1","1","1","1","1","1","1"
"COG0615","MI","Cytidylyltransferase","0","1","0","0","1","1","1"
"COG0616","OU","Periplasmic serine proteases (ClpP class)","1","1","2","1","1","1","2"
"COG0617","J","tRNA nucleotidyltransferase/poly(A) polymerase","1","1","1","1","1","1","1"
"COG0618","R","Exopolyphosphatase-related proteins","1","1","1","1","1","1","1"
"COG0619","P","ABC-type cobalt transport system, permease component CbiQ and related transporters","2","1","1","2","1","2","2"
"COG0620","E","Methionine synthase II (cobalamin-independent)","3","2","2","2","2","2","2"
"COG0622","R","Predicted phosphoesterase","1","1","1","1","1","1","1"
"COG0623","I","Enoyl-[acyl-carrier-protein","2","1","1","1","1","2","1"
"COG0624","E","Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases","5","3","3","3","4","3","3"
"COG0626","E","Cystathionine beta-lyases/cystathionine gamma-synthases","1","1","1","1","1","1","2"
"COG0627","R","Predicted esterase","1","1","1","1","1","1","1"
"COG0628","R","Predicted permease","5","5","5","5","5","5","5"
"COG0629","L","Single-stranded DNA-binding protein","3","2","2","2","4","4","4"
"COG0631","T","Serine/threonine protein phosphatase","1","1","1","1","1","1","1"
"COG0632","L","Holliday junction resolvasome, DNA-binding subunit","1","1","1","1","1","1","1"
"COG0634","F","Hypoxanthine-guanine phosphoribosyltransferase","1","1","1","1","1","1","1"
"COG0635","H","Coproporphyrinogen III oxidase and related Fe-S oxidoreductases","1","1","1","1","1","1","1"
"COG0636","C","F0F1-type ATP synthase, subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K","2","2","2","2","2","2","2"
"COG0637","R","Predicted phosphatase/phosphohexomutase","7","7","7","8","10","7","7"
"COG0639","T","Diadenosine tetraphosphatase and related serine/threonine protein phosphatases","1","1","1","1","1","1","1"
"COG0640","K","Predicted transcriptional regulators","3","2","3","1","1","3","1"
"COG0641","R","Arylsulfatase regulator (Fe-S oxidoreductase)","1","0","0","0","0","0","0"
"COG0642","T","Signal transduction histidine kinase","8","9","11","9","13","13","10"
"COG0647","G","Predicted sugar phosphatases of the HAD superfamily","1","1","1","1","1","1","1"
"COG0648","L","Endonuclease IV","1","1","1","1","1","1","1"
"COG0651","CP","Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit","1","0","0","0","0","0","0"
"COG0652","O","Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family","2","2","2","2","2","3","2"
"COG0653","U","Preprotein translocase subunit SecA (ATPase, RNA helicase)","1","1","1","1","1","1","1"
"COG0655","R","Multimeric flavodoxin WrbA","1","0","0","0","0","0","0"
"COG0656","R","Aldo/keto reductases, related to diketogulonate reductase","2","1","1","1","1","2","1"
"COG0657","I","Esterase/lipase","3","3","3","3","3","3","4"
"COG0658","R","Predicted membrane metal-binding protein","1","1","1","1","1","1","1"
"COG0659","P","Sulfate permease and related transporters (MFS superfamily)","1","1","1","1","1","1","1"
"COG0661","R","Predicted unusual protein kinase","1","1","1","1","1","1","1"
"COG0662","G","Mannose-6-phosphate isomerase","1","1","0","0","1","0","0"
"COG0663","R","Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily","1","1","1","1","1","1","1"
"COG0664","T","cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases","6","5","4","3","4","4","3"
"COG0665","E","Glycine/D-amino acid oxidases (deaminating)","1","1","1","1","1","1","2"
"COG0667","C","Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)","3","4","2","2","2","3","2"
"COG0668","M","Small-conductance mechanosensitive channel","1","1","1","1","2","1","1"
"COG0669","H","Phosphopantetheine adenylyltransferase","1","1","1","1","1","1","1"
"COG0670","R","Integral membrane protein, interacts with FtsH","2","1","1","1","1","1","1"
"COG0671","I","Membrane-associated phospholipid phosphatase","2","1","2","2","1","1","2"
"COG0673","R","Predicted dehydrogenases and related proteins","7","7","6","6","7","8","8"
"COG0674","C","Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, alpha subunit","1","1","1","1","1","1","1"
"COG0675","L","Transposase and inactivated derivatives","1","3","2","4","7","6","5"
"COG0679","R","Predicted permeases","1","1","1","1","1","1","1"
"COG0681","U","Signal peptidase I","4","3","3","3","3","3","3"
"COG0682","M","Prolipoprotein diacylglyceryltransferase","2","1","4","1","1","2","1"
"COG0687","E","Spermidine/putrescine-binding periplasmic protein","1","1","1","2","1","2","2"
"COG0689","J","RNase PH","1","1","1","1","1","1","1"
"COG0690","U","Preprotein translocase subunit SecE","1","1","1","1","1","1","1"
"COG0691","O","tmRNA-binding protein","1","1","1","1","1","1","1"
"COG0692","L","Uracil DNA glycosylase","1","1","1","1","1","1","1"
"COG0693","R","Putative intracellular protease/amidase","3","2","3","2","2","2","2"
"COG0695","O","Glutaredoxin and related proteins","1","1","1","1","1","1","1"
"COG0697","GER","Permeases of the drug/metabolite transporter (DMT) superfamily","0","0","0","1","0","0","0"
"COG0698","G","Ribose 5-phosphate isomerase RpiB","2","0","0","0","0","0","2"
"COG0701","R","Predicted permeases","1","1","1","1","1","1","1"
"COG0702","MG","Predicted nucleoside-diphosphate-sugar epimerases","2","2","2","2","2","2","2"
"COG0703","E","Shikimate kinase","1","1","1","1","1","1","1"
"COG0704","P","Phosphate uptake regulator","1","1","1","1","1","1","1"
"COG0705","R","Uncharacterized membrane protein (homolog of Drosophila rhomboid)","1","1","1","1","1","1","1"
"COG0706","U","Preprotein translocase subunit YidC","2","2","2","2","2","2","2"
"COG0707","M","UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase","1","1","1","1","1","1","2"
"COG0708","L","Exonuclease III","1","1","1","1","1","1","1"
"COG0710","E","3-dehydroquinate dehydratase","1","1","1","1","1","1","1"
"COG0711","C","F0F1-type ATP synthase, subunit b","2","1","1","1","1","1","1"
"COG0712","C","F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)","1","1","1","1","1","1","1"
"COG0714","R","MoxR-like ATPases","2","2","1","1","1","1","1"
"COG0715","P","ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components","1","2","1","1","1","1","1"
"COG0716","C","Flavodoxins","1","1","1","1","1","1","1"
"COG0718","S","Uncharacterized protein conserved in bacteria","1","1","1","1","1","1","1"
"COG0719","O","ABC-type transport system involved in Fe-S cluster assembly, permease component","2","2","2","2","2","2","2"
"COG0721","J","Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit","1","1","1","1","1","1","1"
"COG0726","G","Predicted xylanase/chitin deacetylase","1","4","1","1","1","2","2"
"COG0730","R","Predicted permeases","1","1","1","1","1","1","1"
"COG0732","V","Restriction endonuclease S subunits","2","2","1","1","1","4","1"
"COG0735","P","Fe2+/Zn2+ uptake regulation proteins","3","3","3","3","3","3","3"
"COG0736","I","Phosphopantetheinyl transferase (holo-ACP synthase)","1","1","1","1","1","1","1"
"COG0737","F","5'-nucleotidase/2',3'-cyclic phosphodiesterase and related esterases","1","1","1","1","3","1","1"
"COG0739","M","Membrane proteins related to metalloendopeptidases","1","2","1","2","2","1","3"
"COG0740","OU","Protease subunit of ATP-dependent Clp proteases","2","1","1","2","2","1","1"
"COG0741","M","Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)","1","1","2","4","3","4","2"
"COG0742","L","N6-adenine-specific methylase","1","1","1","1","1","1","1"
"COG0744","M","Membrane carboxypeptidase (penicillin-binding protein)","3","3","3","4","3","3","3"
"COG0745","TK","Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain","8","12","11","9","11","12","11"
"COG0747","E","ABC-type dipeptide transport system, periplasmic component","1","1","1","1","1","1","1"
"COG0749","L","DNA polymerase I - 3'-5' exonuclease and polymerase domains","2","1","1","1","1","1","1"
"COG0750","M","Predicted membrane-associated Zn-dependent proteases 1","1","1","1","1","1","1","1"
"COG0751","J","Glycyl-tRNA synthetase, beta subunit","1","1","1","1","1","1","1"
"COG0752","J","Glycyl-tRNA synthetase, alpha subunit","1","1","1","1","1","1","1"
"COG0756","F","dUTPase","1","1","1","1","1","1","1"
"COG0758","LU","Predicted Rossmann fold nucleotide-binding protein involved in DNA uptake","1","1","1","1","1","2","1"
"COG0759","S","Uncharacterized conserved protein","1","2","1","1","1","1","1"
"COG0760","O","Parvulin-like peptidyl-prolyl isomerase","3","3","3","3","3","2","3"
"COG0762","S","Predicted integral membrane protein","1","1","1","1","1","1","1"
"COG0764","I","3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratases","2","2","2","2","2","2","2"
"COG0765","E","ABC-type amino acid transport system, permease component","6","6","6","6","6","6","6"
"COG0766","M","UDP-N-acetylglucosamine enolpyruvyl transferase","2","2","2","2","3","2","2"
"COG0768","M","Cell division protein FtsI/penicillin-binding protein 2","3","3","3","3","3","3","3"
"COG0769","M","UDP-N-acetylmuramyl tripeptide synthase","2","2","2","2","2","2","2"
